SoCCCD,HoTen,GioiTinh,NgaySinh,NgayVaoDang,DienDangVien,NgayChinhThuc,TrangThaiSinhHoat,DiaChi,QueQuan,NoiThuongTru,DanToc,NgheNghiep,GDPT,LyLuanChinhTri,SoDienThoai,TenChiBo
004028390252,Phạm Công Dũng,Nam,1981-02-15,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0038520434,Chi bộ khu dân cư 10
089540287570,Phạm Anh An,Nam,1978-02-11,1996-09-02,Chính thức,1997-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0279446987,Chi bộ khu dân cư 37
056668031379,Nguyễn Anh Hùng,Nam,1974-11-08,1993-05-19,Chính thức,1994-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0741648402,Chi bộ khu dân cư 20
024116255765,Võ Văn Hải,Nam,1993-02-06,2011-02-03,Chính thức,2012-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0999294482,Chi bộ HTX Nông nghiệp cũ
072337016927,Vũ Thu Linh,Nữ,1984-10-10,2003-09-02,Chính thức,2004-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0474132047,Chi bộ khu dân cư 26
044183417877,Nguyễn Thanh Khang,Nam,1999-04-23,2018-03-26,Chính thức,2019-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0769607107,Chi bộ khu dân cư 29
036170496842,Vũ Thị Linh,Nữ,2005-07-16,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0352477990,Chi bộ Quân sự phường Sơn Trà
078776754910,Ngô Quang Khang,Nam,1970-09-07,1989-08-19,Chính thức,1990-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0009347612,Chi bộ khu dân cư 39
092620962890,Trần Quang Cường,Nam,1958-10-12,1977-09-02,Chính thức,1978-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0846701925,Chi bộ khu dân cư 30
057554565566,Hoàng Minh Khang,Nam,1958-07-25,1977-08-19,Chính thức,1978-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0820894799,Chi bộ Quân sự phường Sơn Trà
057522303102,Dương Minh Sơn,Nam,1997-04-30,2016-03-26,Chính thức,2017-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0956667783,Chi bộ khu dân cư 13
085857618259,Ngô Thị Trang,Nữ,1983-12-31,2002-03-26,Chính thức,2003-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0924228870,Chi bộ khu dân cư 07
013366966379,Ngô Thanh Dũng,Nam,1956-06-12,1975-02-03,Chính thức,1976-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0331405494,Chi bộ khu dân cư 33
076945506230,Phan Đức Dũng,Nam,1968-03-30,1986-08-19,Chính thức,1987-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0054474871,Chi bộ khu dân cư 19
019434876514,Ngô Ngọc Trang,Nữ,1976-07-31,1995-02-03,Chính thức,1996-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0279191450,Chi bộ khu dân cư 08
077702430580,Phạm Quang Hải,Nam,1994-09-08,2013-08-19,Chính thức,2014-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0532423435,Chi bộ khu dân cư 37
094015067062,Ngô Hữu Nam,Nam,1994-07-14,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0672186194,Chi bộ khu dân cư 34
012238423854,Đỗ Thanh Thảo,Nữ,2007-02-07,2025-08-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0876043983,Chi bộ khu dân cư 34
005836990201,Võ Ngọc Trang,Nữ,1941-06-02,1960-02-03,Chính thức,1961-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0056914167,Chi bộ khu dân cư 22
037186848911,Đỗ Mai My,Nữ,1995-11-23,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0029251008,Chi bộ khu dân cư 20
055002894107,Hoàng Minh Bình,Nam,1984-12-02,2003-03-26,Chính thức,2004-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0105564203,Chi bộ Quân sự phường Sơn Trà
090750938432,Nguyễn Anh Long,Nam,2004-04-16,2023-08-19,Chính thức,2024-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0863472838,Chi bộ khu dân cư 21
022304187822,Vũ Mai Mai,Nữ,1993-10-01,2012-03-26,Chính thức,2013-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0831797135,Chi bộ khu dân cư 30
079302333072,Nguyễn Mỹ Mai,Nữ,2005-11-18,2024-05-19,Chính thức,2025-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0770926616,Chi bộ khu dân cư 05
047062444206,Bùi Gia Thành,Nam,1998-10-19,2017-08-19,Chính thức,2018-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0471145882,Chi bộ khu dân cư 20
001593226948,Huỳnh Minh Hiếu,Nam,1974-11-17,1993-02-03,Chính thức,1994-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0590992615,Chi bộ khu dân cư 15
023071549695,Phạm Diệu My,Nữ,1977-04-16,1996-02-03,Chính thức,1997-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0971581903,Chi bộ HTX Nông nghiệp cũ
049697136672,Đặng Văn Thành,Nam,1973-04-17,1992-03-26,Chính thức,1993-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0940541184,Chi bộ khu dân cư 05
025613708166,Trần Ngọc Quân,Nam,1978-11-08,1997-05-19,Chính thức,1998-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0334147067,Chi bộ khu dân cư 24
029017591563,Phan Mai Châu,Nữ,1993-04-10,2012-09-02,Chính thức,2013-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0853913818,Chi bộ khu dân cư 31
084907220383,Dương Thị Lan,Nữ,1981-12-25,2000-02-03,Chính thức,2001-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0032970003,Chi bộ khu dân cư 22
066789235285,Đỗ Thanh Long,Nam,1986-01-14,2004-05-19,Chính thức,2005-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0359750111,Chi bộ khu dân cư 04
087286128761,Ngô Mai Trang,Nữ,1960-05-19,1979-08-19,Chính thức,1980-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0270598117,Chi bộ khu dân cư 34
078249889770,Hoàng Bảo Phương,Nữ,1951-12-05,1970-09-02,Chính thức,1971-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0269478464,Chi bộ Nghiệp đoàn Nghề cá
053077780231,Đỗ Văn Thành,Nam,1969-05-03,1988-09-02,Chính thức,1989-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0069041145,Chi bộ khu dân cư 32
040878277778,Hồ Kim Châu,Nữ,1978-10-12,1997-05-19,Chính thức,1998-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0273422054,Chi bộ khu dân cư 20
011045683758,Ngô Mai Lan,Nữ,1975-05-30,1994-08-19,Chính thức,1995-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0115917855,Chi bộ khu dân cư 22
047515395183,Đặng Quang Hiếu,Nam,1994-05-24,2013-02-03,Chính thức,2014-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0072881185,Chi bộ khu dân cư 09
086774066513,Hoàng Diệu Thảo,Nữ,1963-08-04,1982-03-26,Chính thức,1983-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0425924347,Chi bộ khu dân cư 33
024417791321,Võ Thanh Linh,Nữ,1994-10-21,2013-02-03,Chính thức,2014-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0005282657,Chi bộ Quân sự phường Sơn Trà
088266187856,Phạm Công Khang,Nam,1988-11-03,2007-09-02,Chính thức,2008-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0702851466,Chi bộ khu dân cư 16
044536549357,Đặng Gia Hiếu,Nam,1947-06-10,1966-09-02,Chính thức,1967-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0142611198,Chi bộ khu dân cư 07
088715730388,Lê Đức Dũng,Nam,1994-11-13,2013-09-02,Chính thức,2014-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0009987701,Chi bộ khu dân cư 07
014429465084,Phan Văn Bình,Nam,1971-10-01,1990-08-19,Chính thức,1991-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0706093811,Chi bộ khu dân cư 04
021975324301,Bùi Kim Hạnh,Nữ,1954-03-14,1972-09-02,Chính thức,1973-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0386516035,Chi bộ trường Mầm non Họa Mi
090279296203,Võ Kim Anh,Nữ,1968-04-30,1987-08-19,Chính thức,1988-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0032902192,Chi bộ khu dân cư 15
017144367691,Hồ Minh Quân,Nam,1981-02-11,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0194129087,Chi bộ khu dân cư 11
055820020244,Nguyễn Ngọc Cường,Nam,1989-10-28,2008-09-02,Chính thức,2009-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0793398698,Chi bộ khu dân cư 38
027050814713,Võ Gia Sơn,Nam,1972-06-18,1991-02-03,Chính thức,1992-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0067217949,Chi bộ khu dân cư 39
039458374750,Phan Văn Sơn,Nam,1984-07-07,2003-08-19,Chính thức,2004-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0281406798,Chi bộ khu dân cư 06
067185226642,Ngô Quang Sơn,Nam,1963-02-23,1981-03-26,Chính thức,1982-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0860005290,Chi bộ khu dân cư 13
013401328885,Lê Công Sơn,Nam,1994-02-25,2012-03-26,Chính thức,2013-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0186395325,Chi bộ khu dân cư 15
062731828900,Bùi Bảo Mai,Nữ,1987-10-10,2006-09-02,Chính thức,2007-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0858696394,Chi bộ Công an phường
056691179870,Vũ Ngọc Hùng,Nam,1925-11-02,1944-08-19,Chính thức,1945-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0619868300,Chi bộ khu dân cư 04
092594222342,Ngô Ngọc Khang,Nam,1976-01-09,1994-03-26,Chính thức,1995-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0519796585,Chi bộ khu dân cư 24
022067900189,Hồ Thu Mai,Nữ,2004-11-30,2023-08-19,Chính thức,2024-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0207455936,Chi bộ khu dân cư 15
089676176361,Hoàng Quang Phong,Nam,1949-07-24,1968-08-19,Chính thức,1969-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0374871587,Chi bộ khu dân cư 09
076648711252,Đặng Thanh Long,Nam,1965-12-19,1984-08-19,Chính thức,1985-08-20,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0691843698,Chi bộ khu dân cư 01
069810501256,Hoàng Thanh Hoa,Nữ,1966-07-01,1985-09-02,Chính thức,1986-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0568057900,Chi bộ khu dân cư 15
014693329367,Bùi Gia Cường,Nam,2002-03-22,2020-05-19,Chính thức,2021-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0726599275,Chi bộ Trạm Y tế phường
064681463880,Phạm Ngọc Cường,Nam,1974-04-03,1992-02-03,Chính thức,1993-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0464343680,Chi bộ khu dân cư 30
064707160863,Ngô Hữu Phong,Nam,1952-04-15,1971-05-19,Chính thức,1972-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0022723819,Chi bộ khu dân cư 31
044146075965,Đỗ Thanh An,Nam,2005-08-12,2024-09-02,Chính thức,2025-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0440087612,Chi bộ khu dân cư 34
087062253870,Bùi Đức Hùng,Nam,1988-09-28,2007-03-26,Chính thức,2008-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0404529277,Chi bộ khu dân cư 24
011759084078,Vũ Bảo My,Nữ,1986-12-09,2005-05-19,Chính thức,2006-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0539083408,Chi bộ khu dân cư 36
019316987080,Hoàng Thu My,Nữ,2005-07-31,2024-09-02,Chính thức,2025-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0621219020,Chi bộ khu dân cư 38
014874251973,Hoàng Ngọc Trang,Nữ,2001-11-26,2020-03-26,Chính thức,2021-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0930389150,Chi bộ khu dân cư 11
096594634022,Võ Văn Sơn,Nam,2001-10-30,2020-03-26,Chính thức,2021-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0447404935,Chi bộ khu dân cư 05
047969677635,Lê Anh Cường,Nam,1971-12-18,1990-09-02,Chính thức,1991-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0612354504,Chi bộ khu dân cư 11
027874975568,Vũ Mỹ Mai,Nữ,2005-08-28,2024-05-19,Chính thức,2025-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0575332943,Chi bộ khu dân cư 16
082781295244,Phạm Quang Hiếu,Nam,2003-02-05,2021-05-19,Chính thức,2022-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0105172558,Chi bộ khu dân cư 21
069873791921,Võ Anh Dũng,Nam,1950-03-25,1968-02-03,Chính thức,1969-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0576052993,Chi bộ khu dân cư 04
012371956079,Hồ Ngọc Duyên,Nữ,1981-01-25,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0156579608,Chi bộ Nghiệp đoàn Nghề cá
016432445058,Lê Hữu Dũng,Nam,2005-08-31,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0231838470,Chi bộ khu dân cư 11
078766047250,Huỳnh Thanh Cường,Nam,1996-07-22,2015-08-19,Chính thức,2016-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0557225212,Chi bộ Trạm Y tế phường
023855626515,Đỗ Văn Quân,Nam,1983-07-30,2002-09-02,Chính thức,2003-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0071466352,Chi bộ khu dân cư 39
091888940129,Huỳnh Anh Cường,Nam,2000-05-25,2019-05-19,Chính thức,2020-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0127626118,Chi bộ khu dân cư 06
054493054466,Ngô Anh Sơn,Nam,1953-12-03,1972-03-26,Chính thức,1973-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0281517915,Chi bộ khu dân cư 26
055874409910,Huỳnh Gia Hiếu,Nam,1977-04-27,1996-08-19,Chính thức,1997-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0794562319,Chi bộ Trạm Y tế phường
028183942392,Phan Gia Thành,Nam,2006-10-18,2025-09-02,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0931484288,Chi bộ khu dân cư 21
029674678410,Đỗ Đức Thành,Nam,2000-12-12,2019-08-19,Chính thức,2020-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0396971051,Chi bộ khu dân cư 18
034300473642,Hoàng Đức Quân,Nam,1977-06-15,1996-09-02,Chính thức,1997-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0210958741,Chi bộ khu dân cư 12
097214347949,Hồ Kim Anh,Nữ,2006-11-27,2025-08-19,Chính thức,2026-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0336740032,Chi bộ khu dân cư 20
015120146866,Đỗ Thanh Long,Nam,1977-01-06,1995-03-26,Chính thức,1996-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0724151220,Chi bộ khu dân cư 10
